     district      |       block        |          cluster          | klpid |                        institution                         
 yadagiri          | yadgir             | kadechur                  | 25723 | GOVT LPS URDU CHANDAPUR
 yadagiri          | yadgir             | yergoal                   | 25835 | GOVT LPS WADNAHALLI
 chitradurga       | holalkere          | maladihalli               | 12877 | LPS ABRADASIKATTE
 chamarajanagara   | chamaraja nagar    | chamarajanagar - i        |  6617 | G.L.P.S VARADARAJAPURA
 kolar             | srinivasapur       | somayajalahalli           | 18370 | GLPS CHANNAIAGARIPALLI
 kolar             | mulbagal           | devarayasamudra           | 17915 | GLPS HOSAKERE
 bijapur           | basavan  bagewadi  | golasangi                 | 27754 | GOVT KBLPS NAGAWAD 
 kolar             | mulbagal           | mallanayakanahalli        | 17886 | GLPS BEVANATHA
 kolar             | bangarapete        | balamande                 | 17071 | GLPS BOPPANAHALLI
 kolar             | bangarapete        | balamande                 | 17067 | GLPS BATHIGOWDANUR
 kolar             | bangarapete        | balamande                 | 17065 | GLPS DODDAPURA
 kolar             | bangarapete        | balamande                 | 17064 | GLPS GUTTUR (B)
 chikkaballapura   | chintamani         | buradagunte               | 10989 | GLPS DESHAMVARIPALLI
 kolar             | srinivasapur       | somayajalahalli           | 18385 | GLPS CHINNAPPALLY
 chikkaballapura   | chintamani         | buradagunte               | 10994 | GLPS NERADAGUNTAPALLI
 chikkaballapura   | chikkaballapur     | dibbur                    | 10651 | GLPS HIRIYANNAHALLI
 kolar             | malur              | shivarapatna              | 17583 | GLPS CHIKKA KADATHUR
 chitradurga       | molakalmur         | siddapura                 | 13490 | GLPS HERURU
 chikkaballapura   | chikkaballapur     | poshettihalli             | 10625 | GLPS HANUMANTHAPURA
 bijapur           | basavan  bagewadi  | golasangi                 | 27760 | GOVT LPS UPPALADINNI TOTA
 chikkaballapura   | gudibanda          | hampasandra               | 11610 | GLPS MYLAKERE
 chikkaballapura   | gudibanda          | gudibande                 | 11614 | GLPS CHINNAHALLI
 kolar             | bangarapete        | t.gollahalli              | 17054 | GLPS KOGILAHALLI
 kolar             | srinivasapur       | nambihalli                | 18342 | GLPS AGRAHARA Y
 kolar             | mulbagal           | kurudumale                | 17882 | GLPS TAVARAKERE
 kolar             | mulbagal           | gudipalli                 | 18194 | GLPS KALLARASANAHALLI
 kolar             | mulbagal           | gummakallu                | 18143 | GLPS SETTIKAL
 kolar             | mulbagal           | amblikal                  | 17932 | GLPS KUNIBANDE
 kolar             | mulbagal           | amblikal                  | 17939 | GLPS SIDDANAHALLI
 kolar             | mulbagal           | padmaghatta (urdu-2)      | 17876 | GULPS MADAGHATTA
 chitradurga       | chitradurga        | urdu-2                    | 12166 | ULPS NEHURU NAGAR
 chitradurga       | chitradurga        | urdu-1                    | 12193 | UHPBS BEO OFFICE
 kolar             | srinivasapur       | nambihalli                | 18343 | GLPS ARAMAKALAHALLI
 kolar             | malur              | lakkur                    | 17530 | GLPS. VAPPACHAHALLI
 kolar             | malur              | lakkur                    | 17533 | GLPS SIDDANAHALLI COLONY
 bijapur           | bijapur  rural     | mamadapur                 | 28282 | GLPS GADAPUR JAINA VASTI UPPALADINN
 chitradurga       | holalkere          | n.g.halli                 | 12957 | LPS AMBEGATTI
 chikkaballapura   | chikkaballapur     | nayanahalli               | 10604 | GLPS JATHAVARA
 chikkaballapura   | chikkaballapur     | mandikal                  | 10584 | GLPS NALLAPPANAHALLI
 chikkaballapura   | chikkaballapur     | mandikal                  | 10585 | GLPS P CHOKKANAHALLI
 kolar             | bangarapete        | t.gollahalli              | 17053 | GLPS KANGANALLUR
 chitradurga       | holalkere          | n.g.halli                 | 12946 | LPS TALIKATTE UPPARAHATTI
 kolar             | malur              | chikkakunthuru            | 17656 | GLPS KODIGINABELE
 chikkaballapura   | gowribidanur       | alakapura                 | 11512 | GLPS MALLASANDRA
 bijapur           | indi               | indi (kannada)            | 28619 | GOVT LPS KARABARI VASTI HANJAGI
 kolar             | srinivasapur       | dalasanur                 | 18267 | GLPS KONERU THIMMANAHALLI
 kolar             | malur              | masthi                    | 17541 | GLPS BITNAHALLI
 chitradurga       | hosadurga          | baguru                    | 13234 | GLPS ILLAPURA
 chitradurga       | hosadurga          | baguru                    | 13238 | GLPS CHIKKAMMANAHALLI
 bijapur           | indi               | indi (kannada)            | 28623 | GOVT LPS KESARAL LT INDI
 chikkaballapura   | gowribidanur       | gowribidanur              | 11215 | GLPS ANADAPURA
 bijapur           | bijapur  rural     | nagathan                  | 28285 | GOVT LPS KARAVEERAPPANA DODDI
 chitradurga       | holalkere          | echagatta                 | 12964 | LPS LINGADAHALLI
 bijapur           | bijapur  rural     | nagathan                  | 28292 | GLPS KERUR VASTI JAMBAGI (A)
 chitradurga       | holalkere          | muthugaduru               | 12910 | GLPS MALLENAHALLI
 chitradurga       | holalkere          | chikkayammiganuru         | 12917 | LPS NANDAHALLI
 chitradurga       | holalkere          | chikkayammiganuru         | 12920 | GLPS KOTEHALU
 chitradurga       | holalkere          | chikkayammiganuru         | 12921 | LPS KODAGAVALLI
 chitradurga       | holalkere          | chikkayammiganuru         | 12923 | LPS AJJIKYATHANAHALLI
 chitradurga       | holalkere          | chikkayammiganuru         | 12924 | LPS KAMANAHALLI
 chitradurga       | holalkere          | chikkajajuru              | 12933 | GLPS DASARAHALLI
 chitradurga       | holalkere          | chikkajajuru              | 12934 | LPS ARENAHALLI
 gulbarga          | chincholi          | salagar basantpur         | 13933 | GOVT LPS PALTAY TANDA
 gulbarga          | chincholi          | ainapur                   | 13932 | GOVT LPS BETEKAR TANDA
 gulbarga          | chincholi          | ainapur                   | 13939 | GOVT LPS NEMU NAIK TANDA
 gulbarga          | chincholi          | konchawaram               | 14124 | GOVT HPS VEKATAPUR
 gulbarga          | chincholi          | sulepeth                  | 14131 | GOVT LPS GANJGERA
 gulbarga          | chittapur          | bheemanahalli             | 14222 | GOVT HPS RAJOLA
 gulbarga          | chittapur          | shahabad                  | 14380 | GOVT LPS HARALAYYA NAGAR SHAHABAD
 koppal            | gangavathi         | kanakagiri south          | 19690 | GLPS TIPPANHAL
 koppal            | yelburga           | bevoor                    | 20491 | GLPS MURADI TANDA
 koppal            | yelburga           | chikkamyagiri             | 20499 | GLPS GEDDIGERI TANDA
 raichur           | devadurga          | devadurga city            | 23510 | GLPS BAPUJI PATASHALE DEVADURG
 raichur           | lingasugur         | bayyapur                  | 23961 | GLPS KHAIRAVADAGI TANDA
 raichur           | lingasugur         | lingasugur rural          | 23892 | GLPS BASAPUR
